job_title,job_id,contract_type,contract_tag,salary,company_name,location,publication_date,job_url,resume_de_loffre,qualifications,missions,profil_recherche,salary_numeric
Alternance - Data Scientist H/F,64783307,Alternance,🏡 Télétravail partiel,"486,49 - 1 801,80 € / mois",Crédit Agricole Assurances,Paris 15e - 75,il y a 15 jours,https://www.hellowork.com/fr-fr/emplois/64783307.html,Résumé de l'offre,"['486,49 - 1\u202f801,80 € / mois', '', 'Télétravail partiel', 'Bac +5', 'Banque • Assurance • Finance', 'Paris 15e - 75', 'Alternance']","Premier assureur en France et premier bancassureur en Europe, nous voulons aller plus loin en devenant l'assureur digital de référence et le n°1 de la satisfaction client. La Direction de la Transformation accompagne notre Groupe pour mener à bien cette transformation digitale. Pour vous, c'est l'opportunité de vivre une aventure humaine riche, dans une structure en pleine transformation, avec de nombreuses possibilités de carrière.
Vous serez rattaché à l'équipe AI Factory de CAA (composée de 6 data scientist, de4 ingénieurs IT IA et de 3pilotes de projets IA), qui a pour grande mission de développer les moteurs d'IA pour le groupe Crédit Agricole Assurances (Machine Learning, Deep Learning, IA Générative) en logique industrielle.
Concrètement, de quoi s'agit-il sur le terrain ?
L'équipe à laquelle vous serez rattaché couvre les grands domaines de l'IA : IA Générative, traitement de texte, reconnaissance de document, contrôle des risques, détections de la fraude.
Principales missions en production, en cours et à venir :
- Le développement de modèles d'IA Générative aux services des métiers
- Analyse de texte libre pour comprendre l'intention des questions dans l'outil de remonté des interrogations des Caisses régionales (IA Générative, Topic Modeling, TFIDF, etc.)
- Traitement automatiques des documents (IA Générative, OCR, Computer Vision, NLP)
- Classification de document
- Lecture d'information dans les documents (ex. factures, carte grise, etc.)
- Identification d'intention des clients
- Surveillance des comportements clients ""anormaux"" (RNNS, XGB)
- Détection de Fraude à l'assurance
- Des modèles supervisés et non supervisés sur de la donnée structurée : prédiction des anomalies dans l'infocentre avec de l'IA
(XGB / réseaux de neurones).
Pour cela les data Scientist font leurs développements sur notre plateforme AWS dédiée à notre équipe.
Nous envisageons des sujets d'alternance autour du traitement de document :
- IA Générative pour le traitement de base documentaires (RAG) au service de nos collaborateurs
- Détection d'anomalies dans les documents
- Classification / extraction d'information
Votre tuteur d'alternant accompagnera votre intégration et votre montée en compétences.
Votre tuteur accompagnera votre intégration et votre montée en compétences.
Vos avantages
Des opportunités professionnelles au sein de nos entités Assurances et du groupe Crédit Agricole, une rémunération attractive, un accord de télétravail, une complémentaire santé de qualité, un forfait mobilité durable de 600 à 700 Euros, un accompagnement RH, et plus encore à découvrir !
Les principes de protection de l'environnement et de responsabilité sociétale sont intégrés au coeur de nos activités.
Le process de recrutement
1. Un entretien avec le manager ou le tuteur.
2. Un entretien en visio avec un interlocuteur RH.","Critères de candidature
:
Cadre / Non Cadre : Non cadre
Niveau d'étude minimum : Bac +5 / M2 et plus
Formation / Spécialisation :
Vous êtes en formation Data scientist.
Niveau d'expérience minimum : 0 - 2 ans
Soft skills :
Compétences techniques ou métier recherchées :
- Python
- Statistique / mathématique
- Information au sens platefome de développement type AWS serait un plus
- Comprendre les technologies IA
Compétences comportementales recherchées :
- Avoir le sens du résultat
- Avoir le sens du service client
- Organiser et réaliser son travail avec rigueur, autonomie et toute la discrétion nécessaire
- S'adapter aux changements
- Travailler en équipe
Outils informatiques :",205.0
Alternance - Assistant Data Scientist H/F,64152178,Alternance,⏱️ 1 an,,Spirica,Paris 15e - 75,il y a 23 heures,https://www.hellowork.com/fr-fr/emplois/64152178.html,Résumé de l'offre,"['', '1 an', 'Bac +5', 'Banque • Assurance • Finance', 'Exp. - 1 an', 'Paris 15e - 75', 'Alternance']","Dans le cadre de son développement, SPIRICA recherche un(e) alternant Assistant Data Scientist.
Rattaché(e) à la Direction de l'Actuariat, IFRS17 et Data et encadré(e) par votre tuteur, vous aurez principalement les missions suivantes :
· Concevoir des algorithmes appropriés pour répondre aux demandes des Métiers
· Optimiser / industrialiser le code Python en veillant à sa maintenabilité et à sa qualité
· Suivre la performance des IA existantes via la mise en place de dashboards
· Participer à la communication sur les travaux menés par le service / aux actions d'acculturation sur l'IA
· Participer à la veille sur l'IA
· Documenter les travaux menés
· Maintenir à jour les procédures
A partir de septembre 2025","Vous êtes titulaire d'un Bac +4 en Data Science.
Aptitudes personnelles requises :
- Bon relationnel
- Rigueur
- Curiosité
- Esprit d'initiative
- Esprit d'équipe
Compétences requises :
- Maîtrise des techniques statistiques, algorithmique, modélisation de scores, analyse de données
- Connaissances solides en programmation Python
- Pack bureautique (Excel, Word, PowerPoint)
- La connaissance de Git et des pratiques de développement industriel sont un plus",
Alternance - Assistant Data Scientist H/F,64163374,Alternance,,"486,49 - 1 801,80 € / mois",Crédit Agricole Assurances,Paris - 75,il y a 23 heures,https://www.hellowork.com/fr-fr/emplois/64163374.html,Résumé de l'offre,"['486,49 - 1\u202f801,80 € / mois', 'Bac +3, Bac +4', 'Banque • Assurance • Finance', 'Paris - 75', 'Alternance']","SPIRICA, jeune société d'assurance, est une filiale du groupe Crédit Agricole Assurances qui conçoit, gère et commercialise des produits d'assurance vie épargne (contrats d'assurance vie multi supports / Euros, PERin, contrats de capitalisation...).
SPIRICA a réalisé en 2024, plus de 3 milliards d'Euros de collecte et détient 15 milliards d'Euros d'encours. En pleine croissance, elle compte aujourd'hui plus de 130 collaborateurs à Paris et Lyon.
Dans le cadre de son développement, SPIRICA recherche un(e) alternant(e) Assistant Data Scientist.
Rattaché(e) à la Direction de l'Actuariat, IFRS17 et Data et encadré(e) par votre tuteur, vous aurez principalement les missions suivantes :
- Concevoir des algorithmes appropriés pour répondre aux demandes des Métiers
- Optimiser / industrialiser le code Python en veillant à sa maintenabilité et à sa qualité
- Suivre la performance des IA existantes via la mise en place de dashboards
- Participer à la communication sur les travaux menés par le service / aux actions d'acculturation sur l'IA
- Participer à la veille sur l'IA
- Documenter les travaux menés
- Maintenir à jour les procédures
Si vous avez envie de vous investir dans une jeune société d'assurance, dynamique, innovante, à taille humaine avec de nombreux avantages à la clé (titres restaurant, mutuelle avantageuse, CSE, intéressement...) n'hésitez pas à candidater !","Critères de candidature
Poste avec management  : Non
Cadre / Non Cadre : Non cadre
Niveau d'étude minimum : Bac +4 / M1
Formation / Spécialisation :
Vous êtes titulaire d'un Bac +4 en Data Science.
Niveau d'expérience minimum : 0 - 2 ans
Soft skills :
Bon relationnel
Rigueur
Curiosité
Esprit d'initiative
Esprit d'équipe
Outils informatiques :
Maîtrise des techniques statistiques, algorithmique, modélisation de scores, analyse de données
Connaissances solides en programmation Python
Pack bureautique (Excel, Word, PowerPoint)
La connaissance de Git et des pratiques de développement industriel sont un plus",205.0
Data Scientist Senior H/F,61783241,CDI,🏡 Télétravail partiel,,BRED Banque Populaire,Paris - 75,il y a 25 jours,https://www.hellowork.com/fr-fr/emplois/61783241.html,Résumé de l'offre,"['', 'Télétravail partiel', 'Bac +5', 'Banque • Assurance • Finance', 'Paris - 75', 'CDI']",,,
Alternance - Data Analyst - Data Scientist H/F,63451464,Alternance,🏡 Télétravail partiel,"486,49 - 1 801,80 € / mois",Crédit Agricole Assurances,Paris 15e - 75,il y a 17 jours,https://www.hellowork.com/fr-fr/emplois/63451464.html,Résumé de l'offre,"['486,49 - 1\u202f801,80 € / mois', '', 'Télétravail partiel', 'Bac +3, Bac +4', 'Banque • Assurance • Finance', 'Paris 15e - 75', 'Alternance']","Premier assureur en France et premier bancassureur en Europe, nous voulons aller plus loin en devenant l'assureur digital de référence et le n°1 de la satisfaction client. La Direction de la Transformation accompagne notre Groupe pour mener à bien cette transformation digitale. Pour vous, c'est l'opportunité de vivre une aventure humaine riche, dans une structure en pleine transformation, avec de nombreuses possibilités de carrière.
Au sein du service CUSTOMER ANALYTICS, en tant que DATA ANALYST/DATASCIENTIST, vous serez amené à réaliser des études descriptives, des modèles prédictifs et des demandes de ciblages, afin de favoriser la connaissance clients et le développement commercial de nos banques partenaires.
Concrètement, de quoi s'agit-il sur le terrain ?
Au sein du service CUSTOMER ANALYTICS, composé de 10 collaborateurs, vous serez rattaché à un DATASCIENTIST expérimenté et serez amené à épauler tous les membres de l'équipe dans les différentes tâches quotidiennes.
L'équipe a pour mission de :
- Réaliser des études de portefeuilles clients, des analyses d'équipement et de comportement clients, des profils et des segmentations clients
- Construire des cibles à la demande du marketing opérationnel des BU dans le cadres d'animations commerciales
- Répondre à des demandes d'extractions ou d'analyse de la part des réseaux et banques partenaires.
- Réaliser des scores d'appétence et d'attrition
Dans le cadre de la modernisation de notre socle DATA vous serez également amené à nous accompagner sur le transfert de nos programmes SQL vers d'autres langages de programmation comme Python et/ou R.
Votre tuteur accompagnera votre intégration et votre montée en compétences.
Vos avantages
Des opportunités professionnelles au sein de nos entités Assurances et du groupe Crédit Agricole, une rémunération attractive, un accord de télétravail, une complémentaire santé de qualité, un forfait mobilité durable de 600 à 700 Euros, un accompagnement RH, et plus encore à découvrir !
Les principes de protection de l'environnement et de responsabilité sociétale sont intégrés au coeur de nos activités.
Le process de recrutement
1. Un entretien avec le manager ou le tuteur.
2. Un entretien en visio avec un interlocuteur RH.","Critères de candidature
:
Cadre / Non Cadre : Non cadre
Niveau d'étude minimum : Bac +3 / L3
Formation / Spécialisation :
Vous êtes en formation en Data.
Niveau d'expérience minimum : 0 - 2 ans
Soft skills :
Compétences techniques ou métier recherchées :
- SQL, PYTHON
- Modélisations prédictives
- VBA et connaissance de l'assurance serait un plus
Compétences comportementales recherchées :
- Avoir le sens du résultat
- Avoir le sens du service client
- Gérer efficacement les délais et les imprévus
- Interagir facilement avec les autres
- Organiser et réaliser son travail avec rigueur, autonomie et toute la discrétion nécessaire
Outils informatiques :
Maîtrise d'Excel et du langage SQL",205.0
Alternant - Data Scientist H/F,64470542,Alternance,,"486,49 - 1 801,80 € / mois",SFR,Paris 15e - 75,il y a 23 jours,https://www.hellowork.com/fr-fr/emplois/64470542.html,Résumé de l'offre,"['486,49 - 1\u202f801,80 € / mois', 'Bac +5', 'Industrie high-tech • Telecom', 'Paris 15e - 75', 'Alternance']",,,205.0
Internship Data Scientist September 2025 H/F,64442028,Stage,🏡 Télétravail partiel,832 - 1 868 € / mois,GIE Axa,Paris - 75,il y a 24 jours,https://www.hellowork.com/fr-fr/emplois/64442028.html,Résumé de l'offre,"['832 - 1\u202f868 € / mois', '', 'Télétravail partiel', 'Bac +5', 'Banque • Assurance • Finance', 'Paris - 75', 'Stage']","We are looking for our next Data Scientist intern as of September 2025 at our AXA Headquarters !
Location : 25 avenue Matignon, 8th arrondissement Paris.
As a leading global insurance company, we prioritize human progress by safeguarding what matters most. Join our team of 150,000 professionals in an innovative and challenging environment.
AXA Headquarters brings together the group's corporate activities and oversees global entities, ensuring strategic coordination and compliance with standards, as well as consistency in commercial approaches.
Within Group Audit, you will join the Audit Data Analytics team as a Data Scientist Intern.
What You'll Do
- Aid in the development and optimization of Data Science tools through Python to enhance auditor's efficiency (e.g., Natural Language Processing, Outlier/Anomaly Detection, Computer Vision, etc.).
- Aid in the development and optimization of Data Analytics tools through Power BI to enhance auditor's efficiency.
- Explore and test latest models to create or enhance existing tools.
- Explore and test how Generative AI can BE used to improve Internal Audit activities and processes, leveraging AXA Secure GPT and other tools.","Who You Are
A student in last year of Master's degree with a major in Data Science, with :
- Some experience in Data Science (Natural Language Processing, Outlier Detection...) using Python.
- An interest in new technologies (such as Generative AI), and notably an interest in implementing them to address concrete business problems.
- Proficient in English and French, both written and spoken.
As a plus, you have :
- Some experience in designing, developing and industrializing dashboards with Microsoft PowerBI.
- Some experience in pipeline development, managing dependencies and designing user-friendly interface with Python.
We encourage you to apply even if you do not fully meet all the qualifications listed. In AXA, we are convincing that diversity did the wealth of our company. We ensure equal skills-based application review and accommodate specific needs.
What We Offer
- An international work environment - over 45 nationalities present on site !
- State of the art office spaces in the heart of Paris with remote work allowed.
- 60% reimbursement of Navigo pass
- Generous Inter-Company Committee.
- Company restaurant and meal vouchers.
- And most importantly : a valuable experience within an active Early Talent community !
During the recruitment process, feel free to inform the recruiters about any specific adjustments you may need for your job.",832.0
Alternance - Chargé d'Études Data Scientist H/F,63693312,Alternance,🏡 Télétravail partiel,"486,49 - 1 801,80 € / mois",UMG Groupe VYV,Paris 13e - 75,il y a 11 jours,https://www.hellowork.com/fr-fr/emplois/63693312.html,Résumé de l'offre,"['486,49 - 1\u202f801,80 € / mois', '', 'Télétravail partiel', 'Bac +3, Bac +4', 'Bac +5', 'Services aux Entreprises', 'Paris 13e - 75', 'Alternance']","Vous cherchez à rejoindre une entreprise de confiance avec des missions responsabilisantes, au sein d'une équipe solidaire, bienveillante et avec une communauté d'alternants pour démarrer votre carrière dans une ambiance conviviale ? Vous l'avez trouvée !
Missions
Maintenant que nous avons capté votre attention (du moins, on l'espère), commençons par un zoom sur les missions que nous avons hâte de vous confier au sein du poste de Chargé(e) d'études Data Scientist dans la Direction Assurance et Protection Sociale :
Identifier, cadrer et challenger les besoins métier.
Rechercher et explorer des sources de données internes ou externes (open data) ayant de la valeur en répondant à un besoin ou un enjeu métier.
Nettoyer, structurer et mettre en visualisation les données pour identifier des tendances, des modèles et des informations pertinentes pour sa problématique.
Présenter l'apport et l'impact potentiel d'un modèle d'apprentissage automatique.
Créer des modèles prédictifs : développer, modéliser, et participer à l'automatisation des algorithmes prédictifs d'Intelligence Artificielle, Machine Learning ou Deep Learning.
Suivre, évaluer de manière critique et améliorer les performances des modèles d'apprentissage.
Restituer et communiquer les résultats en datavisualisation avec pédagogie et en vulgarisant.
Réaliser une veille permanente pour maintenir ses connaissances à jour et partager des états de l'art dans le domaine.
Appliquer des approches innovantes en machine learning et intelligence artificielle à des problématiques spécifiques.","Afin d'accomplir ces missions nous recherchons : un étudiant en Bac +4 ou +5 avec une spécialisation en Statistique ou économétrie et recherchant une alternance de deux ans. Les compétences techniques sont évidemment essentielles mais les savoir-être ne sont pas moins importants ! :
Les softs skills attendus
Avoir un esprit d'analyse et de synthèse ;
Avoir des compétences d'organisation, de rigueur et d'adaptabilité ;
Être force de proposition ;
Aimer travailler en équipe ;
Avoir une certaine aisance relationnelle ;
Avoir une bonne capacité rédactionnelle ;
Et surtout, venir avec votre bonne humeur, votre curiosité et l'envie d'oser !
Si vous vous reconnaissez dans ces qualités, vous êtes sûrement la personne qu'il nous faut ! Et parce que le bien-être au travail est une priorité, voici quelques avantages dont vous pourrez bénéficier en nous rejoignant :
Nos petits +
Du télétravail ;
Un accès à toutes les prestations de notre CSE : enveloppe loisirs, tarifs préférentiels sur la billetterie, chèques vacances ;
Un accès privilégié et gratuit à des cours de sport en présentiel ou à distance ;
La prise en charge de vos frais de transport en commun de 65% et une carte déjeuner avec une participation employeur de 60% pour un budget optimisé !
Et parce qu'une bonne expérience commence dès le recrutement, notre process est simple et efficace : un premier entretien RH d'environ 30 minutes en visio pour faire connaissance, suivi d'un échange dans nos locaux avec votre futur manager afin de challenger ensemble votre profil et le poste à pourvoir !
Nous avons hâte de vous rencontrer !",205.0
Data Scientist IA H/F,64266532,Intérim,🏡 Télétravail partiel,,Edugroupe,Île-de-France,il y a 29 jours,https://www.hellowork.com/fr-fr/emplois/64266532.html,Résumé de l'offre,"['', 'Télétravail partiel', '', '3 ans', 'Bac +5', 'Banque • Assurance • Finance', 'Secteur Energie • Environnement', 'Exp. 1 à 7 ans', 'Île-de-France', 'Intérim']","MISSIONS :
Intégré chez nos clients Grands Comptes dans les secteurs Banque, Assurance, Energie, Industrie, etc., nous attendons de vous que vous maîtrisiez les missions suivantes :
- Mener des projets de recherche autour de l'IA Générative (e.g. évaluation et mesure de l'hallucination des LLM, fine tuning de LLM etc.) ;
- Implémenter des outils innovants d'aide à la décision se basant sur l'IA générative (RAG, RAG multimodal, LLM, SLM pour un domaine spécifique de la Finance etc.) ;
- Concevoir et implémenter des solutions de traitement du langage naturel (NLP) pour l'analyse de documents financiers (classification de texte, extraction d'information, NER) ;
- Développer et optimiser des modèles d'IA prédictive (implémentation d'algorithmes de Machine et de Deep Learning, Feature engineering accompagné par les métiers de la finance, etc.) ;
- Intégrer des pipelines d'IA générative avec des infrastructures cloud ;
- Travailler sur la gestion des embeddings et des bases de données vectorielles.","Nos prérequis :
- Bac +5 en intelligence artificielle, data science ou domaine équivalent ;
- Minimum 4 ans d'expérience en IA, dont au moins 1 ans sur des projets d'IA Générative ;
- Expérience prouvée sur des projets d'IA et d'IA Générative (Github/portfolio bienvenu).
Compétences techniques :
- GEN AI : base vectorielle, embedding, chunking, prompting... ;
- GEN AI : langchain, LLMSherpa, LlamaIndex ;
- Développer des uses case Machine Learning / Deep Learning avec SPARK / PYTHON ;
- Librairies Python : PyTorch/TensorFlow, Scikit-learn, etc. ;
- Déploiement : MLflow, FastAPI, Docker ;
- Algorithme (niveau Expert) ;
- DEVOPS (Git, Azure DEVOPS), Docker/Kubernetes ;
- Bonne connaissance des langages SQL et NoSQL ;
- Databricks (junior) ;
- Cloud.
Compétences générales :
- Capacité à résoudre des problèmes complexes et à proposer des solutions innovantes ;
- Esprit analytique et approche orientée résultats ;
- Travail en équipe et communication efficace avec les équipes métiers et techniques ;
- Veille technologique et capacité à apprendre rapidement.",
Alternant - Assistant Data Scientist Santé & Prévoyance H/F,65337732,Alternance,🏡 Télétravail partiel,"486,49 - 1 801,80 € / mois",Crédit Agricole Assurances,Paris 15e - 75,il y a 1 jour,https://www.hellowork.com/fr-fr/emplois/65337732.html,Résumé de l'offre,"['486,49 - 1\u202f801,80 € / mois', '', 'Télétravail partiel', 'Bac +3, Bac +4', 'Banque • Assurance • Finance', 'Paris 15e - 75', 'Alternance']","Crédit Agricole Assurances propose aux entreprises une offre complète d'assurances collectives. Notre volonté, c'est d'être à l'écoute de nos clients et de nos réseaux de distribution. Notre méthode : une organisation souple et agile pour répondre le plus efficacement possible à leurs besoins.
Notre service a pour objectif d'accompagner les équipes techniques dans leurs projets relatifs à la tarification de produits d'assurance Santé / Prévoyance, ainsi qu'au suivi de la rentabilité du portefeuille. Le service participe également aux projets de création d'outils internes.
Votre rôle est de développer et de mettre à jour les outils et les datamarts produits par le service.
Concrètement, de quoi s'agit-il sur le terrain ?
Vos principales missions s'articuleront autour de 2 axes :
- Data préparation :
Intégration, contrôle, harmonisation, et modélisation des données sous SAS. Construction des datamarts métiers
Collecter, nettoyer et prétraiter des données provenant de diverses sources pour les rendre aptes à l'analyse,
Accompagner les projets Data : porter nos besoins Data dans le cadre des projets outils et données.
- Data visualisation :
Création et maintenance de Dashboard via l'application Power BI ou SAS (recueil des besoins et analyse des données pertinentes)
Analyse, étude et reporting : conception et automatisation de compte de résultats, de tableau de bord (descriptive, exploratoire, prédictive). reporting pour nos clients internes sur la vente.
Appuyer l'équipe dans d'éventuelles études/analyses et projets (Benchmark, analyse des conventions collectives, estimation du Business Plan, tarification...).
Vous interviendrez en transverse avec les autres services de la Direction, sur des sujets en lien avec la Data.
Votre tuteur accompagnera votre intégration et votre montée en compétences.
Vos avantages
Des opportunités professionnelles au sein de nos entités Assurances et du groupe Crédit Agricole, une rémunération attractive, un accord de télétravail, une complémentaire santé de qualité, un forfait mobilité durable de 600 à 700 Euros, un accompagnement RH, et plus encore à découvrir !
Les principes de protection de l'environnement et de responsabilité sociétale sont intégrés au coeur de nos activités.
Le process de recrutement
1. Un entretien avec le manager ou le tuteur.
2. Un entretien en visio avec un interlocuteur RH.","Critères de candidature
:
Cadre / Non Cadre : Non cadre
Niveau d'étude minimum : Bac +3 / L3
Formation / Spécialisation :
Vous êtes en formation dans le domaine Data / Actuariat.
Niveau d'expérience minimum : 0 - 2 ans
Soft skills :
Vous avez le goût du challenge et faites preuve d'adaptabilité.
Vous êtes doté d'un bon esprit d'analyse et de synthèse. Vous bénéficiez d'une bonne connaissance des produits d'assurances et de la DATA. Vous accordez une importance à la qualité des livrables.
Compétences comportementales recherchées :
- Avoir le sens du résultat
- Communiquer avec aisance à l'écrit
- Coopérer et fonctionner en transversal
- Proposer des initiatives ou des solutions
- Travailler en mode projet
Outils informatiques :
Vous maitrisez le langage SAS, PYTHON et SQL ainsi que l'outil Power BI. Vous maitrisez les outils bureautiques (Excel & VBA, Power point).",205.0
Data Scientist Sénior H/F,61698165,CDI,,50 000 € / an,UMG Groupe VYV,Paris 13e - 75,il y a 27 jours,https://www.hellowork.com/fr-fr/emplois/61698165.html,Résumé de l'offre,"['50\u202f000 € / an', 'Bac +5', 'Services aux Entreprises', 'Paris 13e - 75', 'CDI']","Nous recherchons un Data Scientist Senior F/H ayant une expertise avérée en assurance pour rejoindre notre équipe au sein d'une organisation leader dans le secteur de l'assurance et du soin.
Vous jouerez un rôle clé dans le développement de modèles avancés, l'analyse et la valorisation des données afin d'optimiser nos stratégies métiers
Ainsi, vos principales missions seront de
Concevoir, développer et déployer des modèles prédictifs et des algorithmes avancés.
Analyser de grands ensembles de données pour fournir des insights stratégiques et opérationnels.
Collaborer avec les équipes métiers afin de comprendre et répondre aux besoins des parties prenantes.
Appliquer des approches innovantes en machine learning et intelligence artificielle à des problématiques spécifiques.
Analyser de manière critique la performance et la pertinence des modèles développés.
Contribuer à l'amélioration des processus en intégrant des technologies et outils modernes.
Pourquoi nous rejoindre ?
Des projets variés et stimulants intégrant les dernières avancées en IA et modélisation.
Un environnement collaboratif et favorisant l'apprentissage continu.
Une culture d'entreprise dynamique, tournée vers l'innovation et l'impact.","De formation Diplôme d'ingénieur, Master ou Doctorat en statistiques, mathématiques appliquées ou data science, vous justifiez de 10 ans minimum d'expérience en data science ou actuariat, idéalement dans le secteur de l'assurance ou financier.
Les compétences/connaissances techniques attendues sont :
Maîtrise des outils de data science (Python, R, SQL, Spark, etc.).
Solide expertise en statistiques, modélisation prédictive et machine learning.
Expérience avec des outils de visualisation de données (Tableau, Power BI, etc.).
Connaissance des bases de données et architectures Big Dat
Le compétences transversales attendues sont :
Excellentes capacités analytiques et de résolution de problèmes.
Sens des priorités et orientation résultats.
Capacité à vulgariser des concepts techniques complexes.
Esprit d'équipe et capacité à interagir avec des profils variés.",
Data Scientist - Domaine Lcb - Ft H/F,64525971,CDI,,,QUANTEAM,Paris - 75,il y a 22 jours,https://www.hellowork.com/fr-fr/emplois/64525971.html,Résumé de l'offre,"['Bac +5', 'Services aux Entreprises', 'Paris - 75', 'CDI']","Détails de L'OFFRE
Vous interviendrez au sein des départements IT de nos clients, dans les équipes responsables des outils dédiés à la lutte contre blanchiment et le financement du terrorisme.
Vos MISSIONS
Vous occuperez le rôle de Data Scientist ou de MOA IT et serez un élément clé pour aider nos clients dans la définition et/ou la mise en oeuvre de leur stratégie LCB/FT. Votre poste nécessitera que vous soyez à même d'analyser de nombreuses données pour alimenter les réflexions et les travaux.
Vous pourrez notamment être amené(e) à réaliser les actions suivantes :
- Analyse et restitutions des données,
- Identification et quantification des cas,
- Rédaction de spécifications techniques,
- Suivi et coordination des parties prenantes pour la réalisation technique,
- Préparation, suivi et vérification des plans de tests techniques,
- Contribution à l'architecture technique pour l'alimentation et le stockage des données,
- Développements Python,
- Simulations et estimations des impacts des optimisations ou autres évolutions des modèles de détection,
- Animation d'ateliers,
- Rédaction de documents de synthèse, de présentation ou de suivi projet,
- Définition, réalisation et/ou suivi des plans de tests (contrôles de cohérences, tests fonctionnels ou de non régression, etc.),
- Analyse et validation des spécifications fonctionnelles.
Votre PROFIL
Diplômé(e) d'un niveau Master (Ecole de commerce, d'ingénieurs ou d'une université), vous avez une expérience significative en tant que Data Scientist dans le domaine de la LCB/FT ou d'autres pans de la Sécurité Financière.
Une première expérience dans le domaine de l'IA ou le machine learning sera également un atout.
Vous savez allier autonomie et esprit d'équipe, rigueur et capacité de synthèse, mais aussi être force de proposition et être proactif ou proactive.
Idéalement, vos expériences vous ont également permis de maitriser un ou plusieurs outils du marché utilisés pour la détection et le traitement des alertes.
Vos COMPÉTENCES
Outre les savoir-faire nécessaires à la réalisation des missions énumérées ci-dessus, votre parcours a démontré les compétences suivantes :
- Connaissance des modèles de détection et des données nécessaires,
- Compréhension des enjeux métiers liés à la LCB/FT et plus largement à la Sécurité Financière,
- Rédaction ou mise à jour de la documentation projet, notamment pour garantir la traçabilité des analyses effectuées, des décisions prises ou des justifications pour les paramètres appliqués,
- Maîtrise de l'anglais obligatoire, à l'écrit et à l'oral,
- Capacité à travailler en méthodologie Agile (Scrum, Safe...) et cycle projet «En V».
Les connaissances suivantes peuvent être des compléments utiles :
- Bonne connaissance des types de messages transactionnels (Swift, MX),
- Mécanismes de lignage des données,
- Connaissance d'un outil comme Actimize SAM, Netreveal, Fircosoft Trust ou Continuity.
Notre ENGAGEMENT DIVERSITÉ
Quanteam est handi-accueillante et s'engage en faveur de l'égalité professionnelle, de la mixité et de la diversité. Elle est ouverte à tous les talents et encourage, à ce titre, toute personne possédant les compétences mentionnées dans la présente offre, à soumettre sa candidature.
Quanteam propose un modèle d'entreprise axé sur la responsabilité, l'engagement, la gestion responsable et s'engage pour le développement durable et le respect de l'environnement.",,
Data Scientist Expérimenté - - Data Lab RH Groupe H/F,63303395,CDI,🏡 Télétravail partiel,,BNP Paribas,Paris - 75,il y a 19 jours,https://www.hellowork.com/fr-fr/emplois/63303395.html,Résumé de l'offre,"['', 'Télétravail partiel', 'Bac +5', 'Banque • Assurance • Finance', 'Paris - 75', 'CDI']",,,
