job_title,job_id,contract_type,contract_tag,salary,company_name,location,publication_date,job_url,resume_de_loffre,qualifications,missions,profil_recherche,salary_numeric,source,remote,depth,download_timeout,download_slot,download_latency,description,profile
Sales Engineer Data H/F,64994841.0,CDI,🏡 Télétravail partiel,50 000 - 70 000 € / an,Team.is,Paris 17e - 75,il y a 10 jours,https://www.hellowork.com/fr-fr/emplois/64994841.html,Résumé de l'offre,"['50\u202f000 - 70\u202f000 € / an', '', 'Télétravail partiel', 'Bac +3, Bac +4', 'Secteur informatique • ESN', 'Exp. 1 à 7 ans', 'Paris 17e - 75', 'CDI']","En postulant à cette offre, vous aurez l'opportunité de rejoindre un éditeur de logiciel français, spécialisé dans la Data Quality. L'entreprise a été fondée en 2014 et commercialise une plateforme IA orientée no-code de Data Quality dont l'ambition est de devenir mondialement l'outil de référence de la Data Quality.

En tant que Sales Engineer, vous jouerez un rôle clé dans le développement de leur activité commerciale. Sous la supervision directe de du responsable des ventes, vous serez chargé(e) d'identifier et de qualifier de nouvelles opportunités commerciales. Vous serez le premier point de contact avec vos prospects et contribuerez activement à l'expansion du portefeuille clients.
Leur solution étant technique, vous devez posséder les compétences produit nécessaires afin d'effectuer des démo-produits, d'adapter les propositions commerciales aux besoins clients et savoir répondre aux questions techniques de nos clients.
Vous êtes passionné par la Data avec une forte appétence pour le développement commercial ? ou l'inverse ? Ce poste est fait pour vous !

Votre mission si vous l'acceptez :
- Promouvoir une solution innovante et technique en utilisant un discours data convaincant et rigoureux auprès de décideurs de haut niveau (DSI-CDO).
- Gérer le cycle de vente de bout en bout, en fournissant un accompagnement technique personnalisé à chaque étape.
- Consolider et développer les relations commerciales avec les clients acquis, tout en collaborant avec l'équipe de service pour garantir une satisfaction continue.
- Élaborer des stratégies commerciales pour améliorer le processus de prospection, d'acquisition et de suivi des clients.
- Identifier les clients potentiels et les décideurs au sein de l'entreprise cliente.
- Gérer un système efficace de gestion des leads qui adopte une qualification de lead efficiente, et travailler avec l'équipe de vente pour développer de nouvelles stratégies de génération de leads qui visent à atteindre le quota de leads de l'entreprise.
- Travailler en étroite collaboration avec les équipes marketing et produits pour optimiser les campagnes de génération de leads, créer du contenu technique et des supports d'aide à la vente.
- Participer activement aux salons internes et externes
- Collaborer avec les équipes R&D pour partager les retours du marché et influencer l'évolution du produit.
Avantages
Il en faut plus pour vous convaincre ?
- Rémunération fixe + du variable.
- Télétravail flexible.
- Une expérience enrichissante au sein d'une start-up Data dynamique et en pleine croissance.
- Participer au développement d'un produit qui a déjà fait ses preuves.
- Des responsabilités et de l'autonomie.","Et vous ?
- Bac +5 Ecole de commerce / Ecole d'Ingénieur.
- Forte appétence pour la data et expérience du marché des logiciels data.
- >2 ans d'expérience en environnement data
- Excellentes compétences en communication orale et écrite.
- Maîtrise de l'Anglais (contexte international)
- Forte motivation, autonomie et esprit d'initiative.
- Capacité à travailler en équipe et à atteindre des objectifs ambitieux.
- Maîtrise des outils bureautiques (Word, Excel, PowerPoint - environment Google) et des outils CRM (HubSpot).
- Bagage technique est un plus (scripts ou expérience de programmation démontrable)",,,,,,,,,
Business Developer Data Marketing H/F,65349779.0,CDI,🏡 Télétravail partiel,45 500 - 80 500 € / an,DEMETER,Paris 15e - 75,il y a 22 heures,https://www.hellowork.com/fr-fr/emplois/65349779.html,Résumé de l'offre,"['45\u202f500 - 80\u202f500 € / an', '', 'Télétravail partiel', 'Bac +5', 'Services aux Entreprises', 'Exp. 1 à 7 ans', 'Paris 15e - 75', 'CDI']","VOS MISSIONS :
Directement rattaché à la Direction Commerciale, vous jouez un rôle clé dans le développement des activités de l'agence.
1. PROSPECTION & GÉNÉRATION DE LEADS
* Identifier et qualifier de nouveaux contacts (directeurs marketing, data, CRM, IT...).
* Présenter la proposition de valeur de l'agence et susciter l'intérêt des prospects.
* Cibler notamment des profils ayant déjà une expérience en tant que SDR sur des solutions marketing.

2. PILOTAGE DU CYCLE COMMERCIAL
* Répondre aux appels d'offres, rédiger des propositions et animer les soutenances.
* Négocier les conditions contractuelles et finaliser les ventes.
* Développer des partenariats stratégiques pour renforcer la présence de l'agence sur le marché.

3. FIDÉLISATION & DÉVELOPPEMENT CLIENT
* Assurer le suivi post-signature pour optimiser l'upsell et le cross-sell.
* Coordonner avec les équipes opérationnelles pour garantir la satisfaction client et la pérennisation des relations à long terme.
* Maintenir un lien fort avec les clients pour anticiper leurs besoins futurs.","PROFIL RECHERCHÉ :
* Expérience confirmée en développement commercial dans le domaine du marketing digital ou de la data marketing.
* Une expérience en tant que SDR sur des solutions marketing ou en tant que Business manager/ ingénieur d'affaires en cabinet de conseil.
* Bonne connaissance des écosystèmes CRM, Marketing Automation, Data et outils de fidélisation.
* Excellent relationnel, autonomie et capacité à structurer ses démarches commerciales.
* Force de proposition, esprit entrepreneurial et capacité à accompagner la croissance d'un portefeuille clients.",,,,,,,,,
Delivery Manager Data H/F,64735416.0,CDI,🏡 Télétravail partiel,,Aubay,Île-de-France,il y a 16 jours,https://www.hellowork.com/fr-fr/emplois/64735416.html,Résumé de l'offre,"['', 'Télétravail partiel', 'Bac +5', 'Secteur informatique • ESN', 'Exp. + 7 ans', 'Île-de-France', 'CDI']","Rejoignez Aubay Data & AI, le cabinet spécialisé Data de Aubay, et pilotez des projets stratégiques dans le domaine de la Data et de l'Intelligence Artificielle, au sein d'environnements innovants et passionnants.
En tant que Delivery Manager (ou Directeur de projet), vous serez le garant de la réussite des projets Data de nos clients. Vous serez à la croisée des enjeux métiers et technologiques, coordonnant des équipes pluridisciplinaires pour concevoir et déployer des solutions Data sur mesure. Vous assurerez le pilotage et la livraison des projets Data, de la phase de cadrage jusqu'à leur mise en production tout en garantissant le respect des coûts, des délais et de la qualité.
Vos missions au quotidien :
- Pilotage des projets stratégiques Data (Data Governance, architecture Data, plateformes analytiques, pipelines de données, IA...) en étant responsable de leur réussite globale
- En charge de cadrage fonctionnel et technique : comprendre les besoins des clients, définir les périmètres et valider les architectures proposées
- Gestion de la relation client : garantir la satisfaction des parties prenantes, anticiper les risques et favoriser une communication fluide et transparente
- Planification et coordination des équipes projet (Data Engineers, Data Scientists, Data Analysts, Product Owners...) dans un environnement Agile
- Gestion financière des projets : suivi des budgets, optimisation des ressources et reporting auprès des clients et de la direction de Aubay
- En charge de la qualité des livrables et leur conformité avec les attentes clients, les réglementations et les meilleures pratiques
- Développement de l'innovation et de la performance : promouvoir l'utilisation des dernières technologies et solutions Data pour maximiser la valeur ajoutée des projets
- Participation à la construction et au développement des offres Data de la BU en collaboration avec les équipes commerciales et les Leaders
Votre profil :
- Vous disposez d'une formation niveau Bac +5 (école d'ingénieur, Master en informatique ou équivalent) et vous justifiez d'une expérience d'au moins 10 ans en gestion de projets Data/IT (idéalement au sein d'un cabinet de conseil ou d'une ESN)
- Vous maîtrisez les concepts liés à la Data (Data Governance, Data Management, qualité et sécurité des données, architectures Data, Data Engineering, Modern BI & Analytics, Data Science & AI)
- Vous disposez d'une bonne connaissance des outils et technologies du domaine de la Data (Snowflake, Databricks, Dataiku, Power BI, DataGalaxy, Collibra...) ainsi qu'une bonne compréhension des environnements Cloud (AWS, Azure et GCP)
- Vous êtes doté d'un leadership affirmé et vous avez la capacité à piloter et mobiliser des équipes multidisciplinaires
- Vous disposez d'une communication orale et écrite, claire et efficace qui vous permet de collaborer efficacement avec des profils variés (experts techniques ou métiers)
- Vous êtes orienté résultats et capable de prendre des décisions rapidement pour garantir le respect des délais et la qualité des livrables et cela même dans des environnements complexes où les priorités peuvent évoluer rapidement
Les plus de votre profil qui vous feront sortir du lot :
- Vous avez validé vos acquis en ayant obtenu une certification spécialisée en gestion et pilotage de projets (PMP, PRINCE2 ou SAFe)
- Vous disposez d'une connaissance approfondie des réglementations liées aux données (Solvency 2, RGPD, EU Artificial Intelligence Act...)
Ce qui nous caractérise :
Des missions et projets Data en nombre et dans des secteurs variés (Banque, Assurance, Retail, Luxe, Industrie...) qui permettent à nos collaborateurs de monter en compétences et de devenir des experts Data reconnus
Des experts Data mobilisables pour accompagner et soutenir techniquement nos Delivery Managers et nos collaborateurs sur leurs projets
De l'apprentissage en continu avec des formations et des certifications sur les méthodologies Data et les technologies Data d'aujourd'hui et de demain pour tous nos collaborateurs
Des communautés de savoir-faire Data proposant de manière régulière aux collaborateurs de Aubay du contenu et des événements de partage (webinar, meetup/afterwork, BBL...) sur les thématiques suivantes : Data Architecture & Platform, Data Engineering, Modern BI & Analytics, Data Science & AI...
Votre carrière au sein de Aubay Data & AI :
Vous rejoindrez la BU d'excellence Data et évoluerez au sein d'un environnement humain et professionnel de haut niveau. Vous profiterez d'un management sur-mesure pour vous accompagner dans votre trajectoire de carrière
- Vous aurez la possibilité de diriger des projets stratégiques, complexes et exigeants auprès de clients grands comptes dans des secteurs d'activités variés
- Au sein de la BU d'excellence Data, plusieurs opportunités s'offriront à vous :
Rôle de « Career Manager » : Vous aurez la possibilité de prendre un rôle de manager auprès de nos consultants et de les accompagner dans leur rôle, leur évolution de carrière et leur intégration au sein de Aubay Data & AI
Rôle de « Head » : Vous pourrez prendre la responsabilité d'une offre et en assurer le développement au sens large (développement business, recrutement, management de collaborateurs...)
Notre processus de recrutement :
- 1er échange RH pour se présenter, vous parler de Aubay Data & AI et voir si nos attentes respectives sont compatibles (durée : 30mn, Teams ou présentiel)
- 2ème échange avec le directeur du Delivery de la BU Data & AI (durée : minimum 1H, Teams ou présentiel)
- 3ème et dernier échange avec le directeur de la BU Data & AI pour bien comprendre vos ambitions et vos motivations mais aussi pour vous projeter sur votre rôle au sein de Aubay Data & AI (durée : 45mn à 1h, Teams ou présentiel)",,,,,,,,,,
Ingénieur Commercial Data H/F,64668511.0,CDI,🏡 Télétravail partiel,,ArkeUp,Paris - 75,il y a 17 jours,https://www.hellowork.com/fr-fr/emplois/64668511.html,Résumé de l'offre,"['', 'Télétravail partiel', 'Bac +3, Bac +4', 'Bac +5', 'Secteur informatique • ESN', 'Exp. 1 à 7 ans', 'Paris - 75', 'CDI']","Rejoignez notre Business Unit Innovation en tant qu'Ingénieur Commercial et devenez le moteur de notre croissance auprès de grands comptes. Vous prendrez en charge l'intégralité du cycle de vente, de la prospection à la signature, en proposant des solutions innovantes dans les domaines porteurs du mobile, de la data, du cloud et de l'IA. Votre passion pour les nouvelles technologies et votre aisance relationnelle seront vos atouts pour développer des partenariats stratégiques et transformer des défis clients en succès concrets.
Vos missions :
- Conquête et développement commercial : Identifier et prospecter activement de nouveaux clients grands comptes.
- Gestion du cycle de vente complet : De la qualification du besoin à la présentation de l'offre, la négociation et la conclusion des contrats.
- Vente de solutions sur mesure : Commercialiser nos expertises en développement d'applications mobiles, projets digitaux, assistance technique pointue (data, cloud, IA).
- Développement de partenariats : Identifier, initier et structurer des alliances stratégiques pour renforcer notre position sur le marché.
- Veille technologique et marché : Vous restez informé des dernières tendances et innovations pour anticiper les besoins de nos clients et adapter nos offres.
- Reporting et suivi : Assurer un reporting précis de votre activité et le suivi de vos objectifs commerciaux.","- Issu(e) d'une formation supérieure (Bac +5) de type école d'ingénieur ou de commerce.
- Vous justifiez d'une expérience commerciale réussie d'au moins 3 années dans la vente de solutions IT/digitales à des grands comptes.
- Vous possédez une solide compréhension des enjeux liés à la data, au cloud, à l'IA et au développement mobile.
- Votre anglais est bon, à l'oral comme à l'écrit, vous permettant d'évoluer dans un contexte international.
- Passionné(e) par les nouvelles technologies, vous êtes curieux(se) et aimez explorer de nouvelles solutions.
- Doté(e) d'un excellent relationnel, vous êtes un(e) négociateur(trice) persuasif(ve) et orienté(e) résultats.
- Autonome, proactif(ve) et organisé(e), vous savez gérer votre temps et vos priorités efficacement.
- L'esprit d'équipe et la capacité à travailler en mode projet sont des qualités essentielles.",,,,,,,,,
Architecte Big Data H/F,63423987.0,Independant,🏡 Télétravail partiel,,Kicklox,Paris 5e - 75,il y a 4 jours,https://www.hellowork.com/fr-fr/emplois/63423987.html,Résumé de l'offre,"['', 'Télétravail partiel', 'Bac +5', 'Industrie Auto • Meca • Navale', 'Exp. + 7 ans', 'Paris 5e - 75', 'Indépendant']","L'offre
Secteurs
Automobile, Aéronautique, Spatial, Défense & Sécurité, Ferroviaire, Télécommunications, Energie, Services & Systèmes d'Informations, Chimie / Pétrochimie, Digital & E-Commerce, Naval, Machines & Industrie Lourde, Pharmaceutique / Biotechnologie, Banque & Assurance, BTP
Description de l'offre
Nous recrutons pour l'un de nos clients un Architecte Big Data, à pourvoir dès que possible. Les responsabilités du rôle comprennent :
- Concevoir et implémenter des solutions de gestion de grandes bases de données.
- Travailler avec des équipes de développement pour intégrer des systèmes Big Data dans l'architecture IT existante.
- Évaluer et améliorer les performances des systèmes de traitement et de stockage des données.
- Collaborer avec les analystes de données pour comprendre les besoins en données et proposer des solutions adéquates.
- Veiller à la conformité des solutions Big Data avec les réglementations de protection des données.
- Former et guider les équipes techniques sur les meilleures pratiques Big Data.
Missions à réaliser
Concevoir et maintenir l'infrastructure Big Data pour gérer et analyser de grandes quantités de données efficacement.
Modalités
- Date de démarrage : dès que possible
- Date de fin : durée 6 mois
- Candidats recherchés : 1
- Expérience : 9+ ans
- Type de contrat : Freelance / Indépendant, Temps complet
- Rémunération : 525 € - 735 € par jour selon expérience
- Mode de facturation : Assistance technique
- Localisation : 75005 Paris, France
- Télétravail partiel","Le profil recherché
Compétences requises
Conception de systèmes Big Data, Optimisation de performances, Conformité réglementaire, hadoop, Spark, NoSQL, Python, Java
Description du profil
- Solide compréhension des technologies Big Data (Hadoop, Spark, Kafka) - Expérience souhaitée avec les bases de données NoSQL (Cassandra, MongoDB) et les outils de gestion des données (ETL) - Compétences en programmation (Python, Java, Scala) - Capacité à concevoir et optimiser des architectures de données - Excellentes compétences en résolution de problèmes et en analyse - Capacité à travailler en équipe et à collaborer avec les Data Scientists et les ingénieurs - Bonnes compétences en communication et en documentation
Langues
Français",,,,,,,,,
Tech Lead Big Data H/F,64046738.0,CDI,🏡 Télétravail occasionnel,48 000 - 55 000 € / an,Geser Best,Paris 1er - 75,il y a 2 jours,https://www.hellowork.com/fr-fr/emplois/64046738.html,Résumé de l'offre,"['48\u202f000 - 55\u202f000 € / an', '', 'Télétravail occasionnel', 'Bac +5', 'Services aux Entreprises', 'Exp. 1 à 7 ans', 'Exp. + 7 ans', 'Paris 1er - 75', 'CDI']","L'agence Geser-Best Paris, recherche pour l'un de ses clients dans le secteur bancaire un(e) Tech Lead Big Data Confirmé(e).
Mission principale : gestion du projet de migration de Cloudera CDH vers Cloudera CDP.
- S'assurer que la roadmap est bonne
- Participer à des actions de migration : de validation, de double RUN
- Connaissance technique
- Batch et temps réel à connaitre
Mission secondaire : participation aux activités de migration données applicative et double RUN sur ce projet.","Vous avez une forte expérience dans l'univer Big Data et vous disposer d'au moins 6 ans d'expérience sur un poste similaire.
Connaissances de Cloudera (Hive, Hbase, Kafka, Cloudera Management, Spark...) est indispensables.",,,,,,,,,
Data Science H/F,64538657.0,CDI,,,Morgan Philips Executive Search,Paris - 75,il y a 22 jours,https://www.hellowork.com/fr-fr/emplois/64538657.html,Résumé de l'offre,"['Bac +5', 'Distribution • Commerce de gros', 'Exp. - 1 an', 'Paris - 75', 'CDI']","Au sein de la direction CCRO, l'équipe Data joue un rôle central pour renforcer la connaissance client et soutenir la stratégie marketing et digitale B2C/B. L'objectif : transformer nos centres en lieux de vie, fidéliser nos clients face à la concurrence, et accompagner nos enseignes dans leur performance.
Rattaché·e au Directeur Data et en lien avec les équipes IT, Marketing, CRM, Digital, RISE et Leasing, vous piloterez des projets de valorisation et de monétisation de la donnée client.
Vos missions principales :
Collecte, structuration et exploitation de la data consommateur avec l'IT
Création de modèles de segmentation, appétence, et lifetime value
Analyse de l'impact des programmes relationnels sur la valeur client
Mesure de la performance des centres (fréquence, durée de visite, etc.)
Analyse des parcours clients (footfall, heatmaps, etc.)
Mise en place d'une infrastructure Analytics pour les métiers
Suivi de la qualité de la data et encadrement de prestataires
*
Gestion de projets data en autonomie
Profil recherché :
Expertise en data science et marketing client, forte autonomie, capacité à piloter des projets transverses.
Localisation : Paris, avec déplacements ponctuels en Europe.","Profil
* Vous êtes issu d'une formation supérieure d'informatique, statistiques, économétrie, ou Mathématiques appliquées avec une spécialisation en data.
* Vous justifiez d'une expérience de 2/3 ans minimum dans le domaine de la Data Science.
* Dans votre parcours professionnel vous avez travaillé sur des projets de connaissance client, activation Data digitale et optimisation business.
* Une expérience en agence média et/ou une connaissance approfondie du média digital est un plus.
* Vous maitrisez les langages de programmation permettant d'organiser les sets de données afin d'y appliquer des tests statistiques : R, Scala, Python. La connaissance de ce dernier étant obligatoire.
* Vous connaissez un langage de programmation permettant de gérer les bases de données structurées, de formuler et exécuter des requêtes. (SQL de préférence).
* Vous êtes à l'aise dans un environnement GCP, vous connaissez les service de Computing (ex App Engine, Compute Engine), de Storage (BigTable, Cloud Storage...) de Big Data (BigQuery, DataFlow, DataProc, DataLab) et Machine Learning (Vision API, Machine Learning...).
* La connaissance d'outils de Data Visualisation comme Tableau, PowerBI... est très appréciée.
* Vous avez une excellente communication écrite et verbale et parlez couramment anglais.
* Rigoureux, dynamique et persévérant, vous êtes reconnu pour vos compétences techniques mais aussi pour votre aisance relationnelle et votre capacité à travailler en équipe.
* Votre force de proposition et votre capacité d'adaptation seront des atouts importants pour réussir dans ce poste et au sein du Groupe.
Poste basé à Paris. Des déplacements sont à prévoir en Europe.",,,,,,,,,
Data Scientist H/F,63423960.0,Independant,🏡 Télétravail partiel,,Kicklox,Paris 5e - 75,il y a 4 jours,https://www.hellowork.com/fr-fr/emplois/63423960.html,Résumé de l'offre,"['', 'Télétravail partiel', 'Bac +5', 'Industrie Auto • Meca • Navale', 'Exp. + 7 ans', 'Paris 5e - 75', 'Indépendant']","L'offre
Secteurs
Automobile, Aéronautique, Spatial, Défense & Sécurité, Ferroviaire, Télécommunications, Energie, Services & Systèmes d'Informations, Chimie / Pétrochimie, Digital & E-Commerce, Naval, Machines & Industrie Lourde, Pharmaceutique / Biotechnologie, Banque & Assurance, BTP
Description de l'offre
Nous recrutons pour l'un de nos clients un Data Scientist, à pourvoir dès que possible. Ce professionnel sera chargé de :
- Analyser de grandes quantités de données brutes pour identifier des tendances et des modèles.
- Utiliser des techniques statistiques et des algorithmes de machine learning pour construire des modèles prédictifs.
- Collaborer avec les équipes de business pour comprendre les enjeux et intégrer les analyses dans les stratégies opérationnelles.
- Préparer des rapports clairs et utiliser des visualisations pour présenter les découvertes aux parties prenantes non techniques.
- Expérimenter de nouvelles méthodes et techniques d'analyse pour améliorer constamment les capacités analytiques de l'entreprise.
Missions à réaliser
Analyser des données complexes et développer des modèles prédictifs pour soutenir les décisions stratégiques de l'entreprise.
Modalités
- Date de démarrage : dès que possible
- Date de fin : durée 6 mois
- Candidats recherchés : 1
- Expérience : 8+ ans
- Type de contrat : Freelance / Indépendant, Temps complet
- Rémunération : 450 € - 630 € par jour selon expérience
- Mode de facturation : Assistance technique
- Localisation : 75005 Paris, France
- Télétravail partiel","Le profil recherché
Compétences requises
Analyse de données, statistiques, machine learning, programmation, Python, R, Tensorflow, scikit-learn
Description du profil
- Expérience en analyse de données, statistiques et machine learning - Maîtrise des langages de programmation (Python, R) et des outils de data science (TensorFlow, scikit-learn) - Capacité à développer des modèles prédictifs et à interpréter les résultats - Excellentes compétences en communication et en documentation - Capacité à travailler en équipe et à collaborer avec les équipes métiers - Esprit analytique et attention aux détails - Capacité à proposer des solutions basées sur les données
Langues
Français",,HelloWork,,,,,,,
Data Data Scientist - Data Analyst H/F,62636468.0,Stage,🏡 Télétravail occasionnel,,Kiloutou,Paris - 75,il y a 4 jours,https://www.hellowork.com/fr-fr/emplois/62636468.html,Résumé de l'offre,"['', 'Télétravail occasionnel', 'Bac +5', 'Services aux Personnes • Particuliers', 'Services aux Entreprises', 'Paris - 75', 'Stage']","Rejoignez l'équipe Pricing & Business Intelligence de Kiloutou !
Vous êtes passionné(e) par la data et souhaitez mettre vos compétences analytiques au service d'un grand acteur de la location de matériel ? Ce stage est fait pour vous !
Vos missions :
Au sein de la Direction Marketing et rattaché(e) à l'équipe Pricing & Business Intelligence,  participerez à des sujets stratégiques liés à l'optimisation des prix et du chiffre d'affaires.
Vous serez amené(e) à :
- Analyser et modéliser les données business et de performance commerciale.

- Construire et déployer des sources de données à partir du datalake (Snowflake), afin d'optimiser l'accès et l'exploitation des données.

- Développer des tableaux de bord et visualisations avec Tableau Software pour valoriser ces données et en faciliter l'analyse.

- Automatiser et améliorer les processus d'analyse grâce à SQL, Python ou R.

- Participer à des études ad hoc pour identifier des opportunités d'optimisation des prix et des revenus.

- Collaborer avec différentes équipes (Marketing, Commerce, Réseau, DSI) pour transformer la data en recommandations actionnables.","- Étudiant(e) en dernière année d'une formation Bac +5 en Data Science, Statistiques, Informatique décisionnelle ou équivalent.

- Excellente maîtrise de SQL et un atout supplémentaire si maîtrise d'un langage de data science (Python/R).

- Expérience avec un outil de visualisation de données (idéalement Tableau Software).

- Une forte appétence pour l'utilisation de solutions d'intelligence artificielle (modèles de machine learning, prédiction...).

- Forte capacité d'analyse, rigueur et esprit de synthèse.

- Bonnes compétences en communication et capacité à travailler en équipe.
Pourquoi nous rejoindre ?
- Une immersion dans un environnement dynamique et innovant.

- Un rôle clé dans un projet stratégique d'optimisation des revenus.

- Des opportunités d'apprentissage et un accompagnement personnalisé.

- Une expérience valorisante pour votre futur parcours professionnel",,HelloWork,,,,,,,
Alternance - Data Scientist H/F,64783307.0,Alternance,🏡 Télétravail partiel,"486,49 - 1 801,80 € / mois",Crédit Agricole Assurances,Paris 15e - 75,il y a 15 jours,https://www.hellowork.com/fr-fr/emplois/64783307.html,Résumé de l'offre,"['486,49 - 1\u202f801,80 € / mois', '', 'Télétravail partiel', 'Bac +5', 'Banque • Assurance • Finance', 'Paris 15e - 75', 'Alternance']","Premier assureur en France et premier bancassureur en Europe, nous voulons aller plus loin en devenant l'assureur digital de référence et le n°1 de la satisfaction client. La Direction de la Transformation accompagne notre Groupe pour mener à bien cette transformation digitale. Pour vous, c'est l'opportunité de vivre une aventure humaine riche, dans une structure en pleine transformation, avec de nombreuses possibilités de carrière.
Vous serez rattaché à l'équipe AI Factory de CAA (composée de 6 data scientist, de4 ingénieurs IT IA et de 3pilotes de projets IA), qui a pour grande mission de développer les moteurs d'IA pour le groupe Crédit Agricole Assurances (Machine Learning, Deep Learning, IA Générative) en logique industrielle.
Concrètement, de quoi s'agit-il sur le terrain ?
L'équipe à laquelle vous serez rattaché couvre les grands domaines de l'IA : IA Générative, traitement de texte, reconnaissance de document, contrôle des risques, détections de la fraude.
Principales missions en production, en cours et à venir :
- Le développement de modèles d'IA Générative aux services des métiers
- Analyse de texte libre pour comprendre l'intention des questions dans l'outil de remonté des interrogations des Caisses régionales (IA Générative, Topic Modeling, TFIDF, etc.)
- Traitement automatiques des documents (IA Générative, OCR, Computer Vision, NLP)
- Classification de document
- Lecture d'information dans les documents (ex. factures, carte grise, etc.)
- Identification d'intention des clients
- Surveillance des comportements clients ""anormaux"" (RNNS, XGB)
- Détection de Fraude à l'assurance
- Des modèles supervisés et non supervisés sur de la donnée structurée : prédiction des anomalies dans l'infocentre avec de l'IA
(XGB / réseaux de neurones).
Pour cela les data Scientist font leurs développements sur notre plateforme AWS dédiée à notre équipe.
Nous envisageons des sujets d'alternance autour du traitement de document :
- IA Générative pour le traitement de base documentaires (RAG) au service de nos collaborateurs
- Détection d'anomalies dans les documents
- Classification / extraction d'information
Votre tuteur d'alternant accompagnera votre intégration et votre montée en compétences.
Votre tuteur accompagnera votre intégration et votre montée en compétences.
Vos avantages
Des opportunités professionnelles au sein de nos entités Assurances et du groupe Crédit Agricole, une rémunération attractive, un accord de télétravail, une complémentaire santé de qualité, un forfait mobilité durable de 600 à 700 Euros, un accompagnement RH, et plus encore à découvrir !
Les principes de protection de l'environnement et de responsabilité sociétale sont intégrés au coeur de nos activités.
Le process de recrutement
1. Un entretien avec le manager ou le tuteur.
2. Un entretien en visio avec un interlocuteur RH.","Critères de candidature
:
Cadre / Non Cadre : Non cadre
Niveau d'étude minimum : Bac +5 / M2 et plus
Formation / Spécialisation :
Vous êtes en formation Data scientist.
Niveau d'expérience minimum : 0 - 2 ans
Soft skills :
Compétences techniques ou métier recherchées :
- Python
- Statistique / mathématique
- Information au sens platefome de développement type AWS serait un plus
- Comprendre les technologies IA
Compétences comportementales recherchées :
- Avoir le sens du résultat
- Avoir le sens du service client
- Organiser et réaliser son travail avec rigueur, autonomie et toute la discrétion nécessaire
- S'adapter aux changements
- Travailler en équipe
Outils informatiques :",205.0,HelloWork,,,,,,,
Senior Data Scientist H/F,64697115.0,CDI,🏡 Télétravail partiel,,RATP,Paris 12e - 75,il y a 17 jours,https://www.hellowork.com/fr-fr/emplois/64697115.html,Résumé de l'offre,"['', 'Télétravail partiel', 'Bac +5', 'Transport • Logistique', 'Exp. 1 à 7 ans', 'Paris 12e - 75', 'CDI']","Quel sera votre quotidien ?
Votre principal rôle sera de :
Participer à l'identification, la qualification et la priorisation de cas d'usage de data science à forte valeur métier ;
Assurer, sous la supervision d'un Lead Data Scientist, la réalisation scientifique et technique des projets de data science, en se conformant au modèle de delivery et aux standards de développement promus par le CE Data
Accompagner le déploiement des projets sur les infrastructures de production (support du build et du run) et leur intégration dans les processus métier concernés
Assurer l'interface avec l'ensemble des parties prenantes (métiers et techniques) et contribuer à l'animation des réunions projet : kick-offs, revues de sprint, comités de pilotage, etc.
Valoriser les travaux au sein et à l'extérieur du groupe par le biais de communications et de démonstrations
Vous contribuerez également aux activités transverses du CE Data : missions d'expertise diverses, création de contenus de formation et d'acculturation, développement de l'offre du CE Data, participation à l'animation de la communauté data science du groupe, etc.
Pour en savoir plus, cliquez sur le lien suivant :
https://ratpgroup.com/fr/.","Vous êtes diplômé d'un Bac +5 en Data Science (ou équivalent) et avez acquis au moins 5 ans d'expérience dans ce domaine.
Pour relever ces défis, nous recherchons une personne disposant d'un bagage scientifique et technique solide :
Compétences avancées en mathématiques, statistiques et intelligence artificielle
Compétences dans le recueil, le traitement et l'analyse de données afin de répondre à des besoins métier spécifiques
Compétences dans le développement et le déploiement de modèles d'apprentissage automatique dans un contexte industriel
Connaissance de Python et, idéalement, de PySpark, SQL et Git
Vous vous reconnaissez ? N'hésitez pas à postuler directement en ligne !
Tous nos métiers sont ouverts aux personnes en situation de handicap.
Informations complémentaires
Type de contrat : CDI
Localisation : Maison de le RATP - Paris 12ème
Télétravail : Oui
Principaux avantages de l'entreprise
Évolution de carrière vers d'autres métiers y compris en filiales internationales
9 semaines de congés, soit 206 jours travaillés par an",,HelloWork,,,,,,,
